Protein_id	Protein_description	hrp_1	h2o2_1	hrp_2	h2o2_2	t4_1	t4_2	t5_1	t5_2
M9NCM6;M9PBJ8;M9PBZ3;M9PDR5;Q8SX83;Q8SX83-2;Q8SX83-3;Q8SX83-4	spen	6.2367	6.2387	6.128	6.0251	6.1042	6.1735	6.0153	6.0086
Q9VXK1	dpr18	5.9856	5.8741	5.7672	5.7976	6.1606	6.1162	6.2316	6.2844
Q8IRE3	gry	6.4053	6.371	6.2066	6.3832	6.3471	5.9295	6.319	6.3094
Q9VBK0	kumpel	6.0123	6.0768	6.1009	6.1619	6.1496	6.1251	6.1433	6.1799
Q9VFB6	Dmel\CG12241	6.0494	6.0323	6.0044	5.9889	6.1415	6.1321	6.1859	6.0404
Q9VBS0	CHKov2	6.1318	6.1239	6.0406	6.0513	6.1731	6.0997	6.0787	6.0349
Q9VEA2	Vps39	6.0727	6.0385	5.9824	6.0685	6.2139	6.0588	6.2567	6.1298
Q9VXY0	Cyp4s3	5.9266	5.7851	5.8766	6.0957	5.8875	6.3849	5.8477	5.7725
A0A0B4LES9;A8DY62	PIG-X	6.0636	6.1085	6.0135	5.9592	6.0883	6.1841	6.086	6.0294
Q9VVL6	MED19	6.1827	6.2828	6.0982	6.0979	5.7308	6.5407	5.8082	5.7302
Q9VVU4	Dmel\CG6843	6.2119	6.183	5.9164	6.2489	5.721	6.5488	5.828	5.8058
A0A0B4LHC1;Q9VDS5	RhoGAP92B	6.1886	6.1587	6.1456	6.2629	6.1218	6.1479	6.1036	6.0482
Q9W144	Dmel\CG4681	6.2492	6.4805	6.2737	6.6841	5.6222	6.6473	5.7243	5.9359
Q9V535	tsu	5.9585	6.1664	6.0044	6.2138	6.0585	6.2098	6.0737	5.984
Q0KI00	SP1029	5.725	5.6109	5.6445	5.6758	6.09	6.178	5.7376	5.4516
Q9W5W8	Ech1	6.3044	6.4247	6.2818	6.3782	6.1279	6.1399	6.209	6.1494
A0A0B4KGQ0;Q9VCI7	RanBP3	6.1375	6.1999	6.0658	6.137	6.1463	6.12	6.1944	5.9764
P91927	Letm1	6.2627	6.2771	6.1402	6.2548	6.1563	6.1091	6.1386	6.0897
Q9VY44	mRNA-cap	6.0939	6.0774	5.9345	6.0862	6.1196	6.1454	6.1151	5.9709
Q7K3N1	HPS1	6.3201	6.1742	6.1437	6.3279	6.3891	5.8731	6.3946	6.3982
Q9VMH4	Dmel\CG9175	5.9161	5.9066	6.2595	5.2107	6.0071	6.2549	5.9912	5.9294
Q9VMH8	Pfdn1	6.2388	6.1385	6.035	6.2856	6.1609	6.1007	6.1856	6.0887
Q7KRZ3;Q9VBI4	Exo84	6.0438	6.2627	6.2686	6.2416	6.09	6.1712	6.1729	6.0222
Q9VMH2	Arpc4	6.2155	6.1484	5.9394	6.0614	6.0261	6.2349	6.0558	6.0625
Q9W022	Dmel\CG8993	6.3053	6.3153	6.2993	6.2144	6.079	6.1806	6.0753	6.0969
Q9W0B3	Vta1	5.609	6.1015	6.0911	5.4818	6.1455	6.1138	5.3068	5.2748
P46863;Q7KVC2	CG32318-PA;Klp61F	5.882	6.0464	6.2735	6.3146	5.9158	6.3387	5.8881	5.9078
Q9VS60	SMSr	6.216	6.2835	6.1889	6.3433	6.2305	6.023	6.2437	6.2339
B7Z005;E1JHR0;E1JHR1;Q8MRM4;Q9VPU3	drongo	6.1505	6.0089	6.1096	6.0272	6.0917	6.1611	5.9791	5.9104
P04388	Ras64B	5.9173	6.233	5.697	4.9233	6.0073	6.2454	5.918	5.9842
Q9VZG2	Cpr64Aa	5.1162	6.1239	6.107	4.9459	5.9358	6.3169	6.1275	6.0681
Q9VXQ0	mRpL3	6.1975	6.177	5.9979	6.2118	6.1347	6.1176	6.2476	6.1225
M9MRQ6;M9MRR7;M9MSK4;Q9NFP5	Sh3beta	6.3213	6.3095	6.2381	6.344	6.174	6.0779	6.1934	6.1432
Q9W396	HP1b	6.1157	6.2906	5.9796	6.1696	6.117	6.1346	6.0816	5.9755
P16554;P16554-2	numb	6.2869	6.2803	6.1664	6.2622	6.2146	6.0368	6.2182	6.1907
Q9W4A0	Rab18	6.2158	6.1021	6.1449	6.2043	6.2016	6.0489	6.1726	6.1301
Q8IPT0;Q8IPT1	EMC10	6.1359	6.2816	6.0818	6.2599	6.0468	6.2012	6.0725	6.0629
Q86B87-2	mod(mdg4);pre-mod(mdg4)-E	6.0878	6.1942	6.1008	6.3152	5.8975	6.3498	5.951	5.9038
A1ZAH8;Q7JZW2	RpS15	6.0735	5.9754	5.9404	6.1447	5.8422	6.4049	5.8772	5.7619
M9PI08;Q0KHQ3;R9PY33	RunxA	6.3972	6.4155	6.1685	6.4947	5.7063	6.5395	5.8424	5.8008
A0A0B4KFU1;Q9VFY9	2mit	5.7833	5.6455	5.8025	5.9231	5.9708	6.2719	6.0621	6.0624
Q9VL24;X2J9B0	Npc1a	6.3076	6.0971	6.2259	6.2694	6.3001	5.9425	6.3381	6.3626
M9PEI9	1	6.2725	6.1797	6.0916	6.4144	6.3343	5.9068	6.3912	6.3125
M9PBE4;M9PBE5;M9PD86;M9PDS2;M9PDS6;M9PGA0;Q9VIQ9;Q9VIQ9-4;Q9VIR0	sick	6.1379	5.9518	6.0393	5.977	6.1591	6.0802	6.0625	6.0235
Q9VTZ4	nst	6.082	6.1058	6.0241	6.2138	6.143	6.0961	6.1302	5.9611
Q7K4T8	FBgn 33734	6.159	6.2118	6.0413	6.1362	6.036	6.2022	6.0509	5.9466
A8Y582;Q7PLP4;Q7PLP5	BEST:GM10035;Dmel\CG41099;GM10035	6.1587	6.053	6.0901	6.1245	6.2136	6.0241	6.1137	6.0345
Q9VJ38	mRpL13	5.4865	5.6962	5.4862	6.19	5.626	6.6107	5.7364	5.811
Q9VZJ3	Rcd5	6.1937	6.2051	6.2057	6.1853	6.1678	6.0673	6.2539	6.1237
C4NYP8	HIP	6.0332	6.1005	6.0715	6.061	5.8844	6.3493	5.9148	5.7722
A1ZAU4;Q7K5N8	BEST:GH19547	6.2823	6.3356	6.2169	6.3275	6.0506	6.1809	6.1012	6.0565
P48810;P48810-2	Hrb87F	6.1806	6.1635	6.0327	6.1383	5.963	6.2682	5.897	5.8271
Q9VW21	PIG-F	6.5828	6.2435	6.5509	6.5219	6.7856	5.4446	6.7735	6.7554
A0A0B4K651;A0A0B4KGQ2;B7Z0U6;Q9V3J6	Best1	6.1532	6.1503	6.0934	6.167	6.1498	6.0802	6.1997	6.2077
Q7JYZ9	GstE2	6.0474	6.1012	5.9579	6.1248	6.051	6.1775	5.9969	5.8299
Q9V3J9	dao	6.1558	6.1008	6.0722	6.0679	6.1462	6.082	6.1605	6.1275
A1Z9B2	Dmel\CG4714	6.3784	6.4202	6.1464	6.6202	5.7117	6.5143	5.8336	5.8792
Q9VNE2	kra	6.1609	5.9862	6.0278	6.1275	6.2048	6.0205	6.1255	5.9942
M9PB20;M9PEB9;Q9VQL0	Dmel\CG17258	6.4272	6.5477	6.296	6.6151	5.6399	6.5842	5.7461	5.8878
Q9VUY4	IleRS-m	6.1146	6.1674	6.2021	6.1972	6.0003	6.2233	6.1081	6.0809
Q8IMX4;Q9VCE3	Rox8	6.0611	6.1818	6.0603	6.1486	5.9464	6.2771	5.9892	5.8795
Q0E8P5	Dmel\CG5758	5.9816	6.0592	5.9456	6.0312	6.0429	6.1806	5.9901	5.9284
Q9VZZ4	Pxn	6.2682	6.1939	6.1906	6.0698	5.9802	6.2411	6.0632	6.0229
A0A0B4LH32;A0A6M3Q832;A0A6M3Q8E0;A0A6M3Q8I0;A0A6M3Q9J1;A0A6M3QHD0;A0A6M3QHJ1;B7YZM3;B7YZM4;B7YZM5;B7YZM6;B7YZM7;E1JGQ4;Q7KVP5;Q7KVP6;Q9W2I0	CG10074;CG15665;CG30386;CG30387;Dmel\CG42672	6.0447	6.1246	5.9605	6.1277	6.1536	6.0666	6.1628	6.1448
Q494G8	Fbl6	6.0181	5.8826	5.9313	5.9654	6.1397	6.0802	5.9997	5.7967
A0A1W5Q009	CG17341;Dmel\CG46301	6.1664	5.9669	6.467	6.1361	6.1494	6.0702	6.1079	6.0078
A0A0B4KHF0;Q9VA83	Fer2LCH	6.0783	6.1179	5.9881	6.1245	6.1016	6.1168	5.9215	5.8773
Q868Z9;Q868Z9-2	Ppn	6.1065	6.2767	6.0851	6.232	5.9664	6.251	5.9661	6.1089
O61444	Mkk4	6.2835	6.2837	6.1578	6.1678	6.107	6.1065	6.1476	6.021
Q9W0L9	dpr20	5.1233	5.9	6.0515	6.2237	6.155	6.0584	6.1697	6.2266
B7Z009;M9PC22;M9PEE2;P17972;Q8SYL2	Shaw	6.3524	6.0553	6.1475	6.1179	6.3574	5.8542	6.3188	6.3744
Q8MT80	PIG-Z	6.4223	6.2664	6.3255	6.3738	6.5192	5.6924	6.5458	6.498
Q9VQR9	Dmel\CG17593	5.3916	5.8862	6.0048	6.0957	5.9834	6.2279	5.8192	5.848
Q7K4H4	NO66	6.1104	6.1646	6.052	6.1627	6.129	6.0817	6.0761	6.0831
Q9VK28	CT35580	5.9957	5.7632	5.8243	5.9379	6.1014	6.1091	6.1689	6.1919
A0A076NAB7;A8DYK6	Rgk3	6.2103	6.0948	6.2561	5.3103	6.1299	6.0802	6.157	6.0244
Q9VC93	Dis3	6.0983	6.3842	6.1042	6.2788	5.891	6.3178	5.9979	5.9618
B7Z0X1;Q9W457	Shmt	6.2034	6.1312	6.1267	6.1145	6.1432	6.063	6.1487	6.0715
Q9VEV3	Dmel\CG14894	6.4704	6.5415	6.4585	6.5373	5.9504	6.2532	6.136	6.1212
F0JAQ9;M9PF27;M9PFH0;Q95SE8;Q9VU19	Wbp2	5.8201	6.0172	5.7813	6.1916	5.8343	6.3672	5.8627	5.8238
A0A0B4K7U4;A0A0B4KET3;A0A0B4KFA2;I7BCJ6	mbl	6.3053	6.3703	6.2435	6.4008	6.1302	6.0711	6.1594	6.0522
Q9V677	CG8858	6.1432	6.0628	6.0413	6.0968	6.1106	6.0905	6.0412	5.9848
Q9VN03	Suv3	6.2186	6.3714	6.3493	6.1441	6.1298	6.0694	6.0352	5.9414
A1ZBY3	dpr1	6.0427	5.5061	5.7935	4.8608	6.1411	6.0565	6.17	6.3319
E1JIV0	anon-WO0118547.372	5.9416	6.0978	5.9526	6.0679	6.0904	6.1064	6.065	5.858
A4V2C3;M9PGA6;Q5LJP6	CG40297;Dmel\CG17698	6.1268	6.1328	5.9675	6.1487	6.0863	6.1088	6.0218	5.9235
Q24171	ksr	6.1946	6.2659	6.1155	6.154	6.2122	5.9816	6.2788	6.1415
Q6NP72	Dmel\CG13220	6.3302	6.2231	6.2636	6.1936	6.3867	5.8069	6.3539	6.468
M9PCU0	ninaC	6.3754	6.4714	6.2654	6.3284	6.215	5.9761	6.2497	6.2655
Q9VAI1	CIA30	6.2424	6.3585	6.1939	6.3388	6.1598	6.0284	6.2177	6.1983
Q9VPA9	GYCb100B	6.1075	6.022	6.0167	6.0383	6.0686	6.1194	6.0975	6.0534
Q9W2M0	Rbpn-5	6.104	6.1121	6.0773	6.1205	5.9704	6.2175	5.9086	5.893
Q6NN55;Q6NN55-2	oys	6.1425	6.155	6.0835	6.2226	6.2626	5.9242	6.2715	6.2821
Q9W5R5	Slmap	5.9869	5.9568	6.1472	5.5351	6.0104	6.1727	5.9049	5.799
Q9VHT2	tex	5.9585	6.1511	5.9532	5.9243	6.1009	6.0802	6.1093	6.094
Q9VC36	polybromo	5.8342	6.003	5.9842	5.6142	6.1006	6.0802	6.0627	5.8801
Q9VZ56;X2JB52	Dmel\CG1637	6.0705	5.9816	5.9866	5.9178	5.8876	6.2926	5.952	5.7478
Q9VG96;Q9VG98	GstD2;GstD4;GstD5;GstD7;GstD9	6.1538	6.1237	6.0249	6.0556	5.8765	6.3026	5.9715	5.9064
A0A0B4KHK1;Q9VDE3	slmb	5.9567	5.9381	5.9608	5.9976	6.1814	5.9967	6.13	6.0131
Q9VL00	CG4968	5.9663	6.0585	5.9209	6.0938	6.049	6.1288	6.1825	5.9443
Q9VUW2	IMP	6.2692	6.608	6.5404	6.5337	6.5419	5.6358	6.6202	6.6618
A8JNQ4;M9NFQ7	Rbfox1	5.3853	6.1227	6.1636	5.2003	5.9102	6.2672	5.7834	6.048
Q960U8	mdy	6.1274	6.2178	6.054	6.144	6.1922	5.9839	6.1786	6.0009
M9NEW0	Dmel\CG43346	6.615	6.711	6.5856	6.682	6.0581	6.1174	6.1354	6.1779
A0A0B4LHL1;Q8IMV7;Q9VC50	Dmel\CG13627	5.9594	6.2572	6.131	5.8294	5.6575	6.5179	5.8153	5.9809
O46037	Vinc	6.0471	5.9264	5.9778	5.95	6.1084	6.0667	6.0073	5.8979
O97148;O97148-2	mth	6.1046	5.9732	6.0227	5.9883	6.0828	6.0922	6.0849	6.0912
Q9VV60	TyrRS	5.9846	6.0416	5.8792	6.091	6.0942	6.0802	6.0073	5.8444
Q9V4D8	Tdg	6.1152	6.0483	5.9719	5.9616	6.1079	6.0659	6.0096	5.9508
Q9VXK6	eIF5	6.1108	6.1112	5.9721	6.0719	6.0928	6.0798	6.0395	5.907
A1Z758;A1Z759;Q8MR50	143303_at;CG12822-PA;Dmel\CG12822	6.1579	6.0664	6.0234	6.1083	6.1551	6.0154	6.1581	6.0766
M9PBV2;O76268;Q9VQI8	NTPase	6.2282	6.1699	6.1453	6.2116	6.1425	6.0262	6.09	6.0483
Q0E8G6;Q9VSY2	Cpsf5	6.0516	6.2425	6.0062	6.0936	5.8649	6.303	5.9931	5.9118
Q9V7H4	CG8370	6.1416	5.9424	6.0883	6.0167	6.0695	6.0974	6.0726	6.1579
Q7KTW5	Dmel\CG9391	6.211	6.3246	6.1975	6.2333	5.9185	6.2466	6.0519	6.0256
A0A0B4K7P8;A0A0B4K7Y9;A1Z9I8;A1Z9I9;B7YZG2;B7YZG3;B7YZG4;E1JH62	shot	6.2705	6.2589	6.1553	6.1748	6.247	5.918	6.2436	6.1542
A0A0B4KED6;A0A0C4DHB6;A1Z6H9	dpr12	6.0201	5.3665	5.778	5.783	6.1904	5.9744	6.2358	6.2995
A0A0B4K7H6;Q94545;Q94545-2	ash2	6.0392	6.0824	5.9509	6.0924	6.0024	6.1615	5.9931	5.9043
O61613	Nmt	5.4284	5.9491	6.0028	5.5651	6.0063	6.1567	6.0137	5.8209
A0A6H2EEJ8;Q9VZ60	Dmel\CG2186	6.1153	6.2359	6.0535	5.9892	6.0649	6.0957	5.9968	5.8771
Q7KVC9	Dmel\CG12038	5.7848	5.4311	5.4689	5.935	6.0588	6.1019	6.0295	5.9348
A1Z7B8	Dmel\CG30373	6.0765	6.0541	6.0382	6.1815	6.127	6.0334	6.0798	5.9586
Q86PD3	CG30022;CG30023	6.2787	6.2527	6.2766	6.1773	5.9637	6.1964	5.9735	6.0673
Q9W3K5	Gclc	6.1284	6.2506	6.0487	6.0297	6.1188	6.0402	6.1432	5.9833
A0A0B4KFY8;Q0KI76	Dmel\CG9813	6.0251	5.5374	6.3001	5.6526	6.2015	5.9573	6.2306	6.3072
B7YZQ9;Q0E8W0;Q9W0W6	Nplp1	6.3522	6.2285	6.2379	6.1771	6.3846	5.7743	6.4086	6.3743
A0A0S0WGQ9;E1JHB4;M9MRE5;M9MSG8;M9PB69;M9PCW8;M9PF50;Q0E8L0;Q8IPG4;Q9VLS3	Piezo	6.0741	5.9598	5.9138	5.9626	6.0819	6.0766	6.0747	6.1085
Q9VJD0	Dmel\CG5131	5.9757	6.2086	5.8115	6.2746	5.5727	6.5848	5.8045	5.5638
M9PEP5;M9PEY1;M9PF46;M9PHW7;Q9VT32;Q9VT33	Prps	6.0437	6.3097	6.1284	5.9142	6.0048	6.152	5.7467	5.5118
Q8SWT2	Rhau	5.9786	6.1148	5.9319	6.1878	5.9796	6.1761	6.0297	5.9493
M9PIF1;Q9VP46	Tbc1d8-9	6.1172	6.0761	6.0615	6.039	6.1439	6.0115	6.1377	6.1111
Q9VZF2	cg15011	6.2726	6.2609	6.1872	6.299	6.2304	5.9241	6.2326	6.2015
M9PEE4;Q7KV33;X2JDE5	hwt	6.1991	6.4133	6.1727	6.3404	6.0807	6.0739	6.0768	6.0092
Q9VCH5	Nup98-96	5.9405	6.0241	5.8875	5.8993	5.7883	6.3658	5.8713	5.7268
B7Z025;B7Z026;Q9VMF3	PDZ-GEF	6.1232	6.1618	6.0234	6.0906	6.0574	6.0966	6.1053	6.0161
Q8MT77;X2JAE9	CG10441;CG17338;Dme_CG9270	6.1938	6.0493	6.0125	6.1246	6.2548	5.8986	6.2671	6.2284
Q9VKY7	Dmel\CG5022	6.2216	6.0835	6.0432	6.094	6.3195	5.8284	6.3632	6.2269
Q7K155	Dmel\CG6928	5.7632	5.9988	5.6856	5.9685	6.0006	6.1473	6.0121	5.8717
Q9VQV7	Cep97	5.6598	5.819	5.5062	6.1637	6.1018	6.0425	5.9556	5.7976
M9MRD3;M9PB42;M9PC27;Q8IPK8;Q9VMS6	Nin	5.9449	5.7571	5.7582	5.8308	6.0627	6.0802	6.0665	6.0464
Q9VF14	EndoU	5.9293	6.1108	5.9371	5.9759	6.0623	6.0802	6.0744	6.1348
Q9VES0	Dmel\CG10324	5.8449	6.2862	5.8419	6.1629	5.8072	6.3352	5.8009	5.7495
Q9VH07	pont	5.5994	5.9877	5.9308	6.0957	5.9605	6.1817	5.9843	5.8289
Q9VIG0	Dmel\CG9257	6.117	6.1877	6.1043	6.1981	6.1	6.041	6.0627	5.9536
Q9VC87	Dmel\CG18528	6.1877	6.2856	6.3702	6.2226	6.0475	6.0926	5.9936	5.9425
Q9VDP9	Dmel\CG4390	6.1086	6.279	5.9113	6.2785	6.0157	6.1238	6.1167	5.9692
Q9VJI7	LSm7	6.2881	6.2788	6.2098	6.2339	6.2939	5.8456	6.3808	6.3909
Q8SXM8;Q9W327	LysRS	6.0609	6.183	6.0224	6.1492	6.0225	6.1158	6.0419	5.8425
A0A0B4KI38	Dmel\CG11334	6.0012	6.0869	5.9354	6.0152	6.0537	6.0844	6.0006	5.8776
Q9W358	ric8a	6.1577	5.9213	6.0614	5.9291	6.1531	5.983	5.9681	5.8689
Q9VAR6	DIP-gamma	5.8713	5.762	5.7953	5.6651	6.0545	6.0802	5.9976	6.0429
M9MS45;Q9VNX8	CG7414;eIF2A	6.0085	6.0077	5.9409	5.3607	6.1101	6.0244	6.1134	6.047
Q960W6	CG8303;CG8306	6.1564	6.2396	6.0782	6.0789	6.0998	6.0346	6.1748	6.1259
Q9VLT1	mon2	6.1893	6.1171	6.0969	6.0693	6.1236	6.0106	6.0665	5.9333
Q9VEN3	GckIII	6.0011	6.056	5.9499	6.0623	6.0539	6.0802	6.0305	5.9046
Q9VH78	Alg12	5.9543	5.8506	5.7804	5.8334	6.0518	6.0802	6.0121	6.0325
Q8MUJ1;Q8MUJ1-2	egr	5.9184	5.5344	5.5274	5.1511	6.027	6.1046	6.054	6.1726
A0A499NPJ3;M9NEI3;M9NGG3;M9PH69;Q9VXV8	Cngl	5.6993	6.1227	5.9745	5.5983	6.0344	6.0968	6.0001	6.0806
Q24564	Mer	5.7293	5.6597	5.6708	5.8278	5.8006	6.3292	5.7884	5.7231
Q9V4A0	DmelCG11155;Ekar	6.1452	5.7038	6.0296	5.9952	6.3235	5.8055	6.2367	6.3648
Q9W4T9	kirre	5.8869	5.7798	6.1418	5.1066	6.0484	6.0802	6.0006	6.0735
Q9VIS5	Dmel\CG10631	5.9983	5.8451	5.8573	5.8926	6.0482	6.0802	5.9711	5.8878
Q8IPW2;Q9VPU1	dock	6.0972	6.1891	6.1276	6.1402	6.0436	6.0836	6.0701	5.9859
A0A126GUV7;Q7KSD3	fray	5.0772	5.7719	6.1033	4.7158	5.9501	6.1765	5.7168	5.7277
A0A0B4KGV3;A0A0B4KGZ3;A0A0B4KHF8;A0A0B4KHT2;A0A0B4KI08;E1JIV7;Q03720;Q03720-10;Q03720-11;Q03720-12;Q03720-13;Q03720-14;Q03720-15;Q03720-16;Q03720-17;Q03720-18;Q03720-19;Q03720-2;Q03720-20;Q03720-3;Q03720-4;Q03720-5;Q03720-6;Q03720-7;Q03720-8;Q03720-9	slo	6.1688	6.2364	5.9977	6.0688	6.1155	6.0109	6.1189	6.1342
Q9VR62	PP2C	6.2041	5.9668	6.0811	6.0515	6.0934	6.0329	6.0257	5.8926
E1JIZ3;Q9VB98	CG5521;EP3527	6.1454	6.1623	6.0397	6.2094	6.0142	6.1119	6.0505	6.0297
Q8IQZ5;Q9VX13	Dmel\CG15814	6.072	5.9886	5.8944	6.0057	6.0414	6.0802	6.0442	6.0092
Q9VAG5	ca	6.066	6.1335	5.9754	6.1017	6.0762	6.0442	6.0994	6.0368
Q7JUS1	CG30491;CG30495;Dmel\CG2065	6.1527	5.9854	5.9211	5.9943	6.0401	6.0802	6.055	6.0423
M9PD54;M9PG27;M9PID8;Q9VP76	Ac78C	6.2297	6.0067	6.0311	6.1	6.3061	5.8139	6.2876	6.2654
Q9VPS7	GABA-B-R3	5.9283	5.8737	6.0376	6.0184	6.0901	6.0277	5.9893	6.0217
A0A0B4KFT9;Q7KNS5	qkr54B	6.0093	5.894	5.9244	5.8744	6.0742	6.041	5.9819	5.828
E1JHM3;M9NDT9;Q9U1K1;Q9U1K1-2;Q9U1K1-3	spir	5.7799	5.9287	5.8513	6.0764	5.6683	6.4468	5.657	5.7842
M9PFU5;Q8IPT8;Q9VP66	Dmel\CG10508	6.0674	6.0295	5.8696	5.9988	6.0207	6.0943	5.9802	5.8933
Q9VPT7	PGAP2	5.9796	5.9903	5.788	5.9742	6.0616	6.0525	6.107	6.0177
Q9Y164	BcDNA.GH02439;BcDNA:GH02439;Dmel\CG2082	6.2172	5.8924	6.0538	6.0955	6.0338	6.0802	6.0644	5.9378
Q9VZU4	ND-30	6.0752	5.9477	5.8246	6.0213	5.8606	6.2519	5.8811	5.8713
Q9VYG3	Dmel\CG4332	6.1882	6.0824	6.1831	6.1898	6.3777	5.7349	6.3881	6.3476
M9PCG2;M9PCZ7;M9PFG6;Q24533;Q9VLH8;Q9VUD1;Q9VUD3	D;Sox21a;Sox21b;SoxN	5.9147	5.9613	5.6995	5.8772	6.0224	6.0897	6.0367	5.9331
Q9VS46	Rint1	5.9344	5.9173	5.8772	6.1153	5.9214	6.1897	5.8251	5.7602
M9NEF2;M9PHQ2;M9PJM2;Q59E49;Q8IR69;Q9VYF3	HDAC4	6.1167	6.1426	6.0223	6.1588	6.0415	6.0697	6.0001	5.9265
Q95YI5	frc	5.9773	5.9413	5.9167	5.9384	6.0523	6.0587	6.2304	6.0552
Q9W1N4	wmd	6.1176	6.1439	6.067	6.1511	6.0444	6.0653	6.0769	5.871
Q9W1K4	egl	6.0375	5.8213	6.0279	5.9654	6.029	6.0802	5.9802	5.8936
A4V2B8	CkIIalpha	6.3494	6.5431	6.458	6.149	5.9366	6.1724	6.4725	6.4911
Q9V411	Non1	5.9896	6.0758	6.0565	5.8114	6.0384	6.0672	5.9501	5.9144
Q9XZ10	Vha100-1;Vha100-3	6.0368	6.1237	5.8917	6.1268	6.0247	6.0802	6.1243	6.1908
Q9VF28	Arpc3A	6.3505	6.4087	6.1993	6.3592	6.2526	5.8513	6.2733	6.1959
P32748	Dhod	6.0406	6.0972	5.8493	6.0604	6.0678	6.036	6.0555	6.0367
Q59DZ7	Ddr	5.9479	5.9437	5.9454	6.0376	5.9566	6.1465	6.0275	6.0174
Q9VQ58	EMSY	6.0957	6.2624	6.1107	6.0876	6.2045	5.897	6.1197	6.1106
Q9VFP0	Dmel\CG3061	5.914	5.981	5.7537	6.0413	5.9053	6.1957	5.849	5.8058
Q9V668;Q9VWE9	SEC61G1;Sec61gamma	4.25	6.2063	6.0694	4.0411	6.0204	6.0802	6.051	6.2368
Q9VZ00	Dmel\CG1737	6.0287	6.0156	6.0553	5.9332	5.968	6.1325	5.9642	5.8275
Q7KTJ8	Dmel\CG33296	6.0724	6.043	5.9939	6.1285	6.0526	6.0478	6.0432	6.1431
A0A0B4LH12;Q9V968	galla-1	6.0871	6.0633	5.9913	6.0881	5.9301	6.1692	5.9712	5.9039
M9PB25;M9PBX4;M9PC26;M9PEE5	CG10020;CG31959	6.1445	6.1703	6.1431	5.7313	6.0188	6.0802	6.1354	6.0685
P83102	Dyrk3	5.9438	6.1332	5.8678	6.1049	6.0148	6.0833	6.0418	5.843
A0A0B4JDA0	mor	6.1767	6.1454	6.1017	6.1684	6.1633	5.9329	6.1617	6.0782
P48610	Argk1	6.0432	6.0953	5.8638	6.1608	5.9272	6.1684	5.9104	5.8613
Q960X8	Hrs	6.3004	6.3929	6.2578	6.3022	6.2172	5.8741	6.1985	6.1943
Q9W3R7	Atg5	5.9301	5.9291	5.9113	6.0602	6.0109	6.0802	5.9769	5.8528
A0A0B4KH70;A0A0B4KHB5;A0A0B4LIU0;E1JIZ9;Q9VAX3	trv	6.1187	6.1316	6.0546	6.007	6.1234	5.9667	6.1399	5.9026
M9NE97	Ctr1A	6.12	6.2123	6.0242	6.076	6.0108	6.0779	6.1238	5.9653
O96827	eEF1beta	6.135	6.1104	6.0107	6.1581	6.0784	6.0101	5.9836	5.8834
Q03042	Pkg21D	6.1481	6.2656	6.1867	6.1591	6.0056	6.0813	6.0189	6.0644
Q0E8E2;Q9VV38	Dmel\CG4998;SPH66	5.8487	6.0946	5.8455	5.8277	5.6968	6.3885	5.6549	5.8628
A0A0B4KET5;A0A0B4KEY4;A0A0B4KEY6;A0A0B4KFA4;A0A0B4KFU3;A0A0B4KG58;A1ZAU8;A1ZAU8-2;A1ZAU8-3;B7YZJ1;B7YZJ2;E1JH90;E1JH91	Patronin	5.9882	6.0417	5.8663	5.9926	5.8216	6.263	5.8497	5.7786
Q9V3E7	Ref1	6.2041	6.1077	6.1644	5.7947	5.671	6.4133	5.806	5.7036
Q8IQQ0	CG18170;CG32316-ORFB;Ogdh;OGDH	6.1319	6.1792	6.0666	6.1603	6.0301	6.0537	6.0685	6.06
A0A126GV08;A8JPX0;E1JJ00	CG12425;CG12852	6.1139	6.24	6.0887	6.0819	6.0164	6.0669	6.2295	6.0495
Q9VP06	Alg11	6.2061	6.2086	6.054	6.1177	6.0008	6.0819	6.1186	6.0524
A1Z734;E1JGZ7;E1JGZ8	LRR	5.7851	6.1227	6.1031	5.702	6.0017	6.0807	5.6997	5.575
Q24173	betaggt-I	5.8978	5.7349	5.8318	6.0126	6.0043	6.0778	6.0934	5.9619
Q9VRV8	Tnpo	6.1332	5.6943	5.9695	5.9839	6.2069	5.8751	6.0967	5.8357
Q9VJ12	Acn	6.0389	6.066	5.944	6.0374	5.9198	6.1601	5.8909	5.812
Q9VXH3	sl	6.0008	5.6597	5.8761	5.9016	6.0299	6.0496	6.0211	5.9174
Q9VVG4	Sec3	5.8906	6.1117	5.9009	5.9452	5.999	6.0802	6.0221	5.9458
Q9VKY3	ClpP	6.284	6.3156	6.2036	6.3056	6.1358	5.9426	6.1831	6.1441
M9PD06;M9PD06-2;M9PD06-3;M9PD06-4	Usp32	6.2112	6.1418	6.1181	6.0758	6.0464	6.0318	5.9999	5.9787
Q7K0X3	Ctr9	5.9848	6.0279	6.0338	6.0034	5.7895	6.2875	5.7772	5.7153
Q7JVI6	GstE13	6.2422	6.3114	6.0639	6.2359	6.0304	6.0445	6.0938	6.0168
M9ND16;M9PEB2;Q7KU24	Chd1	6.0411	5.8583	5.8897	6.0228	5.9934	6.0802	5.9002	5.8141
Q9W199	mRpS17	6.0314	6.1407	5.8707	6.0875	5.9168	6.1558	6.002	5.8764
Q9VYY2	Spase25	6.1291	6.0667	6.0078	6.1305	6.1115	5.9594	6.0411	5.9122
